Perfil_latente,Pedidos_mensuales,Gasto_promedio,Tiempo_promedio_entrega,Variedad_productos,Gasto_mensual_aprox,Indice_experiencia_logistica,Region,Canal,Metodo_pago,Edad,Segmento_edad,Antiguedad_meses,Satisfaccion_1a5,Tuvo_devolucion,Nivel_fidelidad,Riesgo_churn,Suscripcion
Premium,14,43.68562972516817,30.548536468990754,8,611.5988161523544,0.027151345963697972,Lima,App,Transferencia,40,36-50,41,2,1,Platino,Medio,1
Premium,14,62.43405797187162,23.18119160112601,3,874.0768116062027,0.03481775228549164,Lima,Web,Transferencia,30,26-35,9,4,0,Oro,Bajo,0
Premium,10,62.28030209608135,29.137108485857194,1,622.8030209608135,0.030311353028001052,Lima,Web,Tarjeta,33,26-35,30,3,1,Platino,Bajo,0
Premium,7,46.65197012555498,37.07128224281665,3,326.5637908788849,0.029257990971819418,Lima,Web,Tarjeta,34,26-35,26,1,1,Oro,Medio,1
Premium,16,32.060788868080365,29.979174795326976,5,512.9726218892858,0.03408995010657996,Lima,Web,Efectivo,47,36-50,28,1,1,Platino,Medio,0
Premium,11,44.33294891944947,28.08877288858769,5,487.6624381139442,0.029313446043958448,Lima,App,Tarjeta,27,26-35,32,3,1,Platino,Bajo,1
Premium,16,44.00178606082939,34.513624747482574,9,704.0285769732702,0.030036669117072225,Provincia,App,Billetera,25,18-25,33,2,1,Platino,Bajo,1
Premium,17,43.42865037721942,32.42950999660477,5,738.2870564127302,0.027636607296099285,Lima,App,Tarjeta,38,36-50,16,2,1,Platino,Medio,0
Premium,8,43.022810961017555,26.923514057895424,7,344.18248768814044,0.033792961997106526,Lima,App,Tarjeta,49,36-50,46,3,1,Platino,Bajo,1
Premium,8,43.465371042751926,25.425676711096287,5,347.7229683420154,0.036842714983500904,Lima,App,Transferencia,28,26-35,25,3,1,Oro,Bajo,0
Premium,12,46.134583841022405,34.663335272539044,5,553.6150060922689,0.0339172404090032,Provincia,Web,Billetera,49,36-50,56,1,1,Platino,Medio,0
Premium,8,43.64458901184443,35.53600523746248,9,349.15671209475545,0.03161899302851228,Provincia,App,Tarjeta,41,36-50,21,1,0,Oro,Alto,1
Premium,13,52.08322508625592,35.245663184177616,7,677.081926121327,0.0320773570549821,Provincia,Web,Tarjeta,35,26-35,19,3,0,Oro,Bajo,0
Premium,14,53.60368715904861,28.353464606716095,5,750.4516202266806,0.033534893344106115,Lima,Web,Transferencia,27,26-35,33,3,1,Platino,Bajo,1
Premium,18,40.8935491281751,23.547188380939403,8,736.0838843071518,0.039568845790822677,Lima,Web,Tarjeta,35,26-35,39,3,1,Platino,Bajo,0
Premium,9,62.71065326007033,30.064630640425708,12,564.395879340633,0.030853295092061125,Lima,Web,Tarjeta,32,26-35,43,2,1,Platino,Medio,0
Premium,14,40.19937698159386,52.855040638240055,5,562.791277742314,0.027087766997850718,Provincia,Web,Transferencia,48,36-50,20,1,1,Oro,Medio,0
Premium,10,33.82199386184663,26.916903565728038,3,338.2199386184663,0.03087110187722055,Lima,App,Transferencia,35,26-35,27,3,1,Oro,Bajo,0
Premium,13,53.807780713650516,39.8213012736446,4,699.5011492774568,0.030462351579883577,Provincia,Web,Billetera,42,36-50,49,1,1,Platino,Medio,0
Premium,8,41.825918655856604,33.855025486292725,10,334.60734924685283,0.030564835795068843,Lima,Web,Tarjeta,42,36-50,26,3,0,Oro,Bajo,0
Premium,15,53.21291470757388,29.75980368824772,6,798.1937206136082,0.031064448158726752,Lima,App,Tarjeta,30,26-35,39,2,1,Platino,Bajo,1
Premium,8,25.963313988994695,39.20950706041394,7,207.70651191195756,0.02959017789973347,Lima,App,Tarjeta,36,36-50,11,1,1,Plata,Alto,0
Premium,13,63.924559414830675,33.56713112076725,4,831.0192723927988,0.03106929221594348,Lima,App,Billetera,43,36-50,14,2,1,Oro,Medio,0
Premium,12,56.72293408040402,24.29034975457316,8,680.6752089648483,0.033264621386920996,Lima,App,Transferencia,34,26-35,40,3,1,Platino,Bajo,0
Premium,10,34.99523450836998,35.111636159759826,5,349.9523450836998,0.03495032983375662,Lima,Tienda,Efectivo,38,36-50,29,2,1,Oro,Medio,0
Premium,8,35.21222876153715,29.00829666627643,2,281.6978300922972,0.033054486747313414,Lima,App,Tarjeta,41,36-50,38,2,0,Oro,Medio,1
Premium,11,66.72265904097527,35.629248228419996,3,733.949249450728,0.031306362714026544,Provincia,App,Billetera,25,18-25,24,2,0,Oro,Medio,1
Premium,11,42.626200965020416,32.741430214554676,3,468.8882106152246,0.033275931113597744,Lima,App,Tarjeta,18,18-25,13,2,0,Oro,Medio,0
Premium,13,41.65815151267376,44.86842849800261,6,541.5559696647589,0.03130574766182613,Provincia,App,Tarjeta,37,36-50,31,1,0,Platino,Alto,0
Premium,18,27.339479058507173,27.600271166818928,2,492.11062305312913,0.0309430350349025,Lima,App,Tarjeta,43,36-50,16,2,1,Platino,Bajo,0
Premium,12,46.49221794398446,36.92325076042881,5,557.9066153278135,0.029851157685500472,Provincia,App,Billetera,49,36-50,31,1,1,Platino,Medio,1
Premium,15,47.722803851642475,30.00212433853804,4,715.8420577746372,0.02869573447040846,Lima,Tienda,Billetera,42,36-50,20,2,1,Platino,Medio,1
Premium,12,57.15493096769485,27.879730083976455,6,685.8591716123383,0.032016369579999926,Lima,App,Tarjeta,42,36-50,37,2,1,Platino,Medio,1
Premium,18,36.00921571815525,21.8248835584555,4,648.1658829267944,0.036932162956229496,Lima,Web,Tarjeta,49,36-50,27,3,1,Platino,Bajo,1
Premium,12,94.9094388402374,29.008672457712557,5,1138.9132660828488,0.03337261544966958,Lima,App,Tarjeta,35,26-35,27,2,1,Platino,Medio,1
Premium,12,54.509626347764765,28.026884827308294,5,654.1155161731772,0.03212109632528965,Lima,Web,Tarjeta,33,26-35,33,3,1,Platino,Bajo,0
Premium,13,60.06730071227065,28.572631233404223,6,780.8749092595185,0.03922692558635255,Provincia,App,Tarjeta,29,26-35,39,3,1,Platino,Bajo,1
Premium,12,34.28847648882117,32.975680324471,3,411.461717865854,0.02843656324639494,Lima,Web,Tarjeta,36,36-50,32,1,1,Platino,Medio,1
Premium,6,60.81514086299741,27.78984723617965,8,364.8908451779845,0.031819637398423146,Lima,Web,Transferencia,50,36-50,48,2,1,Platino,Medio,1
Premium,16,50.375418414868214,35.810348777846166,2,806.0066946378914,0.031109948355887367,Provincia,Web,Tarjeta,45,36-50,47,3,0,Platino,Bajo,1
Premium,8,60.91805339074646,29.248411963515807,12,487.34442712597166,0.02849280520921406,Lima,App,Billetera,33,26-35,23,3,1,Oro,Bajo,1
Premium,15,49.29779638482383,33.19105454907204,8,739.4669457723575,0.034352961865863965,Lima,App,Transferencia,45,36-50,19,1,1,Platino,Medio,0
Premium,13,24.777220825120494,29.45067842205349,6,322.1038707265664,0.030560361705612497,Lima,App,Tarjeta,39,36-50,18,2,1,Oro,Bajo,0
Premium,3,48.48032617683961,27.028074618624572,4,145.44097853051883,0.03260471826919002,Lima,App,Tarjeta,33,26-35,48,3,1,Oro,Bajo,1
Premium,16,60.6014381867127,26.311148701506518,6,969.6230109874032,0.032843160764651436,Lima,App,Billetera,36,36-50,18,3,1,Platino,Bajo,1
Premium,16,41.06253980916286,32.41611884172297,3,657.0006369466057,0.0348633426943893,Provincia,Web,Billetera,41,36-50,26,2,1,Platino,Bajo,0
Premium,11,46.12035031092548,32.054033591006466,4,507.3238534201803,0.027780239692668622,Lima,App,Tarjeta,36,36-50,30,2,1,Platino,Bajo,0
Premium,11,48.23866496449022,33.022897381528466,5,530.6253146093924,0.03347448420923317,Lima,App,Tarjeta,49,36-50,48,2,1,Platino,Medio,1
Premium,13,21.00486120131518,35.88524532652225,6,273.06319561709734,0.030212947433266833,Provincia,Tienda,Efectivo,39,36-50,17,2,1,Oro,Bajo,0
Premium,10,66.71347575437477,20.090815274195815,8,667.1347575437477,0.039408901414638806,Lima,Web,Tarjeta,27,26-35,41,3,1,Platino,Bajo,1
Premium,11,40.98624320102826,38.07150772362462,4,450.8486752113108,0.028951968623745925,Lima,Tienda,Tarjeta,43,36-50,30,1,1,Platino,Alto,0
Premium,13,55.05735432472799,36.2601590731272,5,715.7456062214638,0.02927688997630964,Lima,App,Billetera,33,26-35,29,1,1,Platino,Medio,1
Premium,10,49.132988638517915,27.288588103069976,5,491.3298863851792,0.03195674097181386,Lima,App,Billetera,24,18-25,30,3,1,Oro,Bajo,0
Premium,11,62.5761905635936,27.241238957178552,7,688.3380961995296,0.03298243039612771,Lima,Web,Transferencia,43,36-50,23,3,1,Oro,Bajo,0
Premium,15,54.06056122428081,34.07528803476527,5,810.9084183642121,0.031055900604875675,Provincia,App,Tarjeta,18,18-25,26,3,1,Platino,Bajo,1
Premium,5,47.65075728479025,35.178377095157835,7,238.25378642395125,0.026408656220311553,Lima,App,Tarjeta,37,36-50,23,1,1,Plata,Alto,0
Premium,18,41.0648490748072,23.365583137334717,4,739.1672833465295,0.038894932875574204,Lima,App,Transferencia,18,18-25,17,3,1,Platino,Bajo,1
Premium,12,57.978507013821385,38.795114251842236,12,695.7420841658566,0.029988530440253666,Lima,Web,Billetera,38,36-50,18,1,1,Oro,Medio,1
Premium,10,31.26558696045383,26.79563839997801,3,312.65586960453834,0.03537925917425532,Lima,App,Tarjeta,39,36-50,42,3,1,Platino,Bajo,1
Premium,13,56.45890420275892,26.1919100206166,1,733.965754635866,0.03232036482275078,Lima,Web,Billetera,44,36-50,26,4,0,Platino,Bajo,0
Premium,7,39.00955248445128,25.94762431140825,10,273.06686739115895,0.03305090274596719,Lima,App,Tarjeta,41,36-50,37,3,0,Oro,Bajo,0
Premium,21,62.5228366195664,36.17972869135181,14,1312.9795690108945,0.03365298596633479,Lima,App,Tarjeta,27,26-35,28,3,1,Platino,Bajo,1
Premium,13,51.61299542662695,27.702085569067844,6,670.9689405461504,0.03229076713341253,Lima,App,Tarjeta,37,36-50,28,4,0,Platino,Bajo,1
Premium,13,56.44123767850109,23.899581194234365,5,733.7360898205142,0.03623518386991186,Lima,App,Transferencia,29,26-35,29,3,1,Platino,Bajo,1
Premium,13,50.819888138247194,36.49598010832525,3,660.6585457972135,0.029336231409393197,Lima,Tienda,Efectivo,34,26-35,37,3,1,Platino,Bajo,1
Premium,11,32.47622904859003,18.7714767080006,3,357.2385195344903,0.03903570950832927,Lima,Tienda,Efectivo,39,36-50,23,3,1,Oro,Bajo,1
Premium,13,41.39270836604662,28.773356590338267,7,538.1052087586061,0.030656703181513603,Lima,App,Tarjeta,32,26-35,28,4,0,Platino,Bajo,1
Premium,10,56.72389337611382,29.157209687519885,6,567.2389337611382,0.033310690455456884,Lima,Web,Billetera,30,26-35,39,3,1,Platino,Bajo,1
Premium,14,51.66655817359844,34.61278175716451,5,723.3318144303781,0.036380536354978524,Lima,Web,Tarjeta,41,36-50,41,1,1,Platino,Medio,0
Premium,8,123.666924761026,38.3473784251322,4,989.335398088208,0.03163841081726602,Lima,App,Tarjeta,39,36-50,45,1,1,Platino,Medio,0
Premium,12,54.03274563037172,30.405281794455725,6,648.3929475644607,0.03798072189271927,Provincia,Web,Efectivo,31,26-35,20,3,1,Oro,Bajo,0
Premium,13,40.3329810929734,26.803615948071904,10,524.3287542086541,0.03213456261701832,Lima,Web,Tarjeta,37,36-50,24,3,1,Platino,Bajo,0
Premium,10,42.03935862279366,22.277967621528475,3,420.39358622793657,0.03740923218911471,Lima,App,Tarjeta,34,26-35,28,3,1,Oro,Bajo,0
Premium,9,51.02917390523237,32.497478708259884,2,459.2625651470913,0.03087962185151039,Lima,App,Tarjeta,34,26-35,17,3,0,Oro,Medio,1
Premium,9,26.859559339998945,22.326805302719574,5,241.73603405999052,0.03542716373639987,Lima,App,Tarjeta,35,26-35,39,3,1,Platino,Bajo,1
Premium,11,66.73441885622985,25.561218151005527,7,734.0786074185283,0.03373020523423996,Lima,App,Tarjeta,37,36-50,33,3,1,Platino,Bajo,0
Premium,11,54.41746736377557,34.73577406289332,7,598.5921410015313,0.03136581025232149,Lima,App,Tarjeta,44,36-50,28,1,1,Platino,Medio,1
Premium,17,62.27034597048872,21.475925290404717,10,1058.5958814983082,0.034864617960075776,Lima,Web,Tarjeta,39,36-50,40,4,0,Platino,Bajo,1
Premium,12,34.19396059190831,28.82589041509961,7,410.3275271028997,0.032440034271200215,Lima,Web,Tarjeta,34,26-35,22,2,1,Oro,Medio,0
Premium,11,62.445651603552555,28.869174451066453,8,686.9021676390781,0.037795025374962,Lima,App,Transferencia,35,26-35,41,2,1,Platino,Medio,1
Premium,14,72.31498911027748,27.08486093800676,8,1012.4098475438848,0.030401950131632827,Lima,App,Tarjeta,26,26-35,47,3,1,Platino,Bajo,1
Premium,19,36.79121644622683,39.10459124378775,7,699.0331124783097,0.027552200703686296,Lima,Web,Efectivo,31,26-35,33,2,1,Platino,Medio,0
Premium,10,57.71401794903767,33.92339676479144,3,577.1401794903767,0.025395776282808258,Lima,App,Transferencia,38,36-50,30,2,1,Platino,Medio,1
Premium,9,50.01109944687293,35.04027701552456,7,450.0998950218564,0.0319759495428016,Lima,Web,Billetera,18,18-25,32,1,1,Oro,Alto,1
Premium,15,34.55566151751756,26.396317017588675,6,518.3349227627633,0.029971875211380637,Lima,Tienda,Efectivo,38,36-50,16,3,1,Oro,Bajo,0
Premium,11,54.928839718518695,25.56737137741002,5,604.2172369037056,0.038974012273995634,Lima,Tienda,Tarjeta,47,36-50,28,3,1,Platino,Bajo,1
Premium,13,58.33603204837348,39.83724819698335,9,758.3684166288552,0.02816250657893774,Provincia,Web,Tarjeta,41,36-50,51,1,0,Platino,Medio,0
Premium,15,43.98873447331153,29.809686369889118,4,659.831017099673,0.03000418362058627,Lima,App,Efectivo,42,36-50,51,2,1,Platino,Bajo,0
Premium,17,61.65916520255223,26.176746161131504,9,1048.205808443388,0.03384300943314506,Lima,App,Billetera,38,36-50,31,2,1,Platino,Bajo,1
Premium,19,33.33236593210802,39.44165560576745,5,633.3149527100524,0.028808860996480008,Lima,Web,Tarjeta,54,51+,25,1,1,Platino,Medio,0
Premium,10,35.052438535503555,24.374906566762416,5,350.5243853550355,0.03307253241553198,Lima,Tienda,Efectivo,30,26-35,40,3,1,Platino,Bajo,1
Premium,11,51.365973955887526,23.51807361757227,9,565.0257135147627,0.03375422095791242,Lima,App,Billetera,36,36-50,30,3,1,Platino,Bajo,0
Premium,11,50.25385277972272,34.883306649664185,7,552.7923805769499,0.030839445281628877,Lima,App,Billetera,41,36-50,39,2,1,Platino,Medio,0
Premium,9,42.834265115758946,24.755744733108617,4,385.50838604183053,0.03595837049040711,Lima,Web,Transferencia,35,26-35,23,4,0,Oro,Bajo,0
Premium,10,58.09594435971886,39.6519942543856,9,580.9594435971885,0.02935575195120047,Lima,App,Tarjeta,44,36-50,33,2,1,Platino,Medio,0
Premium,8,55.30894314215949,25.402437047801662,6,442.47154513727594,0.03592982544671348,Lima,App,Tarjeta,40,36-50,26,4,0,Oro,Bajo,1
Premium,11,58.581390709340155,24.13322397519106,4,644.3952978027417,0.035906854649574584,Lima,Web,Tarjeta,26,26-35,30,4,0,Platino,Bajo,0
Premium,8,48.76863564647732,33.74891137855279,5,390.14908517181857,0.035372022694220684,Provincia,App,Tarjeta,38,36-50,24,2,1,Oro,Medio,0
Premium,14,150.42731201396393,34.99269699413127,4,2105.982368195495,0.030049431212884767,Lima,App,Billetera,40,36-50,29,4,0,Platino,Bajo,1
Premium,14,45.54349696970006,34.52419450837899,10,637.6089575758008,0.034305701082655675,Provincia,App,Tarjeta,48,36-50,33,1,1,Platino,Medio,0
Premium,12,70.53818690086595,28.77775663582659,5,846.4582428103914,0.03709747480457048,Provincia,Web,Tarjeta,37,36-50,37,3,1,Platino,Bajo,0
Premium,14,41.87454229878014,40.82661481080139,7,586.2435921829219,0.034266571999324265,Provincia,App,Tarjeta,39,36-50,28,1,1,Platino,Medio,1
Premium,12,71.05297429458312,26.3735920786811,6,852.6356915349975,0.03235840386819745,Lima,App,Efectivo,37,36-50,45,3,1,Platino,Bajo,0
Premium,14,50.34887947089408,22.4525491587125,3,704.8843125925172,0.03642047541704941,Lima,Web,Tarjeta,34,26-35,17,3,1,Oro,Bajo,0
Premium,11,36.24489110431257,25.515435580672097,6,398.6938021474383,0.036304286547814986,Lima,App,Transferencia,32,26-35,15,3,1,Oro,Bajo,1
Premium,14,63.68079350488601,31.783284649123136,8,891.5311090684041,0.02678531561334066,Lima,App,Billetera,18,18-25,24,2,1,Platino,Bajo,1
Premium,16,51.25901388394959,24.24159042473821,9,820.1442221431935,0.03518858857447417,Lima,App,Tarjeta,31,26-35,30,3,1,Platino,Bajo,0
Premium,11,58.51124098380238,35.29098772175283,13,643.6236508218262,0.03329906538315833,Lima,App,Tarjeta,48,36-50,46,1,1,Platino,Medio,1
Premium,9,62.238559185425935,32.407871919950914,5,560.1470326688334,0.03344673001455704,Lima,Web,Billetera,37,36-50,28,2,1,Oro,Medio,0
Premium,13,53.37955554145025,25.451825595253794,7,693.9342220388532,0.03362935056128007,Lima,Web,Billetera,45,36-50,21,3,1,Platino,Bajo,0
Premium,10,44.077591551871855,28.1198837789325,6,440.77591551871853,0.030428395088022454,Lima,Web,Tarjeta,40,36-50,24,2,1,Oro,Medio,0
Premium,16,59.7571337766925,30.14393386837738,7,956.11414042708,0.029546960428559785,Lima,Web,Tarjeta,41,36-50,31,2,1,Platino,Bajo,1
Premium,8,50.007555074545955,31.602693258474098,4,400.06044059636764,0.03324231951317201,Lima,App,Billetera,51,51+,19,3,0,Oro,Bajo,0
Premium,10,56.85857818608419,25.232280316948756,5,568.5857818608418,0.036642700320123546,Lima,Web,Tarjeta,35,26-35,49,3,1,Platino,Bajo,1
Premium,12,28.462694262085385,44.832697845902786,10,341.5523311450246,0.02871638833893515,Provincia,Web,Tarjeta,35,26-35,7,2,0,Oro,Medio,0
Premium,8,54.46981717009852,35.5435131948788,1,435.7585373607882,0.03255846707535376,Lima,App,Billetera,44,36-50,22,2,1,Oro,Medio,0
Premium,19,43.6141417485497,37.40557614800076,7,828.6686932224443,0.027631205404883608,Provincia,App,Tarjeta,34,26-35,24,2,1,Platino,Bajo,1
Premium,12,66.5330963717853,21.87722603316828,7,798.3971564614237,0.04121460715491216,Lima,App,Transferencia,33,26-35,20,3,1,Oro,Bajo,0
Premium,7,56.23087347889095,33.66342125805655,4,393.61611435223665,0.031659385872578695,Provincia,App,Tarjeta,43,36-50,37,2,0,Oro,Medio,0
Premium,10,52.398577458492966,32.34035983992566,3,523.9857745849297,0.02720657645951763,Lima,App,Tarjeta,37,36-50,23,2,1,Oro,Medio,0
Premium,3,54.86309993350221,33.90841922488531,4,164.58929980050664,0.03339990201707562,Provincia,Web,Transferencia,37,36-50,36,2,0,Oro,Medio,1
Premium,15,40.01559147123282,27.723211943338708,1,600.2338720684922,0.032977702090789866,Lima,Web,Tarjeta,35,26-35,46,2,1,Platino,Bajo,1
Premium,12,66.23256690528054,30.34428675847582,5,794.7908028633665,0.031361199881238,Lima,Web,Transferencia,31,26-35,42,3,1,Platino,Bajo,0
Premium,11,69.91370418416905,22.172803922775763,4,769.0507460258596,0.03410221024172364,Lima,App,Tarjeta,23,18-25,32,3,1,Platino,Bajo,1
Premium,15,53.92913510548216,27.573285664483212,9,808.9370265822324,0.03326261235843396,Lima,App,Tarjeta,44,36-50,30,3,1,Platino,Bajo,0
Premium,11,126.16655863612095,25.36351915467393,8,1387.8321449973305,0.03334827923458909,Lima,Web,Tarjeta,35,26-35,39,2,1,Platino,Medio,0
Premium,12,44.308518013274664,22.618930051813823,4,531.702216159296,0.03434332732100554,Lima,Web,Billetera,24,18-25,27,3,1,Platino,Bajo,0
Premium,10,42.02886433775019,36.78406876211022,8,420.2886433775019,0.02882960206422874,Lima,App,Tarjeta,49,36-50,25,3,1,Oro,Bajo,0
Premium,12,50.40924748728923,36.88339685212364,1,604.9109698474707,0.03088017697701351,Provincia,Web,Tarjeta,39,36-50,20,2,0,Oro,Bajo,1
Premium,8,54.349410383678986,24.033565642611514,3,434.7952830694319,0.031494193480622476,Lima,App,Tarjeta,35,26-35,33,4,0,Oro,Bajo,0
Premium,10,46.060133187568795,28.568678508864423,6,460.60133187568795,0.029917088062761842,Lima,Web,Transferencia,25,18-25,19,3,1,Oro,Bajo,0
Premium,5,55.37768190368484,26.959486602136735,8,276.88840951842417,0.0331049834334255,Lima,Tienda,Tarjeta,45,36-50,23,3,1,Oro,Bajo,0
Premium,6,53.06389482073414,22.473094082223902,6,318.38336892440486,0.03487067863354665,Lima,Web,Billetera,34,26-35,51,4,0,Platino,Bajo,1
Premium,11,40.01693224708945,28.391797351442392,7,440.18625471798396,0.03425581140588505,Lima,Web,Billetera,34,26-35,37,4,0,Platino,Bajo,1
Premium,9,55.18793017451721,40.62494684010758,5,496.6913715706549,0.032252499271103865,Provincia,App,Tarjeta,38,36-50,34,1,1,Platino,Medio,1
Premium,6,58.63528242521521,27.401624535066198,4,351.8116945512912,0.03594230772607056,Lima,Web,Tarjeta,39,36-50,23,2,1,Oro,Medio,1
Premium,10,51.71469317590391,25.37824360658133,4,517.1469317590391,0.033899204907263315,Lima,App,Billetera,27,26-35,38,4,0,Platino,Bajo,0
Premium,18,61.52648103261693,37.44876893448922,7,1107.4766585871048,0.033953954955811015,Lima,App,Tarjeta,24,18-25,20,1,1,Platino,Medio,1
Premium,6,37.82596206503048,33.87807160842247,4,226.9557723901829,0.02675680592955257,Lima,App,Billetera,36,36-50,15,2,1,Plata,Medio,0
Premium,21,54.67950422131852,21.551303046302905,4,1148.2695886476888,0.04409451978109913,Lima,App,Tarjeta,36,36-50,24,3,1,Platino,Bajo,0
Premium,11,38.29719293603225,34.26076423640308,8,421.2691222963548,0.03282871135362359,Lima,App,Tarjeta,56,51+,18,1,1,Oro,Medio,0
Premium,10,38.85918641766912,30.988455361067064,6,388.5918641766912,0.02764180972862665,Lima,Web,Billetera,20,18-25,35,2,0,Platino,Medio,0
Premium,12,43.6906916626221,37.39559807260607,6,524.2882999514652,0.0318821295812042,Provincia,Web,Tarjeta,39,36-50,34,1,1,Platino,Alto,0
Premium,16,40.579398164257555,31.607163562275495,5,649.2703706281209,0.030065917340746515,Lima,Web,Tarjeta,25,18-25,32,1,1,Platino,Medio,1
Premium,13,44.52004181258862,35.9820195789358,6,578.760543563652,0.03194941365470189,Lima,App,Transferencia,32,26-35,36,2,1,Platino,Medio,1
Premium,12,47.85849689288811,32.272005228131434,6,574.3019627146573,0.034485137076824976,Lima,Web,Billetera,35,26-35,35,2,1,Platino,Medio,0
Premium,13,58.371544863313844,23.985053166624358,4,758.83008322308,0.0411959137569349,Lima,App,Tarjeta,39,36-50,23,4,0,Platino,Bajo,0
Premium,15,46.78840961294298,30.15328565749184,2,701.8261441941447,0.03162918744165561,Lima,Web,Billetera,43,36-50,35,2,1,Platino,Medio,1
Premium,11,34.14374293230407,27.971032703195473,6,375.58117225534477,0.03487579659829767,Lima,Web,Transferencia,49,36-50,33,3,1,Platino,Bajo,1
Premium,11,61.4006784649516,33.97422574886194,6,675.4074631144676,0.03496626516443152,Lima,Tienda,Billetera,42,36-50,24,2,1,Oro,Medio,1
Premium,12,41.629098663849604,34.92985424245419,4,499.54918396619524,0.03389481422673418,Lima,App,Transferencia,43,36-50,26,2,1,Oro,Bajo,0
Premium,13,49.41279572895371,51.176584746608185,4,642.3663444763982,0.027597943277947578,Provincia,Web,Transferencia,49,36-50,39,1,1,Platino,Medio,0
Premium,16,54.46536506940711,32.19455056446192,4,871.4458411105138,0.02616806891577867,Lima,App,Billetera,37,36-50,17,1,1,Platino,Medio,1
Premium,9,51.99610418402783,36.68989144453387,8,467.96493765625047,0.03159395568205836,Provincia,App,Tarjeta,44,36-50,33,3,1,Oro,Bajo,0
Premium,9,60.941795475214754,29.847736494145725,5,548.4761592769328,0.03377728128254591,Lima,App,Billetera,37,36-50,29,3,1,Oro,Bajo,0
Premium,14,54.79003143392759,26.0236112005382,5,767.0604400749862,0.036405574595807254,Lima,App,Tarjeta,35,26-35,30,3,1,Platino,Bajo,0
Premium,13,41.38690420302892,32.79223662367557,4,538.0297546393759,0.03085884439318319,Lima,App,Tarjeta,30,26-35,27,4,0,Platino,Bajo,1
Premium,7,71.78562173991662,43.009595552434256,5,502.49935217941635,0.027511287550998867,Lima,Web,Transferencia,41,36-50,34,1,1,Oro,Alto,0
Premium,17,51.943334633382335,25.607068089053783,5,883.0366887674998,0.03304913409198297,Lima,App,Tarjeta,38,36-50,14,3,1,Platino,Bajo,1
Premium,14,48.52659773378494,16.475539088991805,6,679.3723682729892,0.041905858536357296,Lima,Web,Billetera,41,36-50,33,3,1,Platino,Bajo,1
Premium,6,59.63925423055571,29.88362725179197,7,357.83552538333424,0.03029371359493306,Lima,Web,Billetera,47,36-50,20,3,0,Oro,Medio,0
Premium,11,52.49450945930072,25.66005310611919,8,577.4396040523079,0.029449703603263367,Lima,Web,Tarjeta,45,36-50,40,3,1,Platino,Bajo,0
Premium,20,53.99228192939327,22.3261759146109,8,1079.8456385878653,0.03810617917211563,Lima,App,Tarjeta,23,18-25,17,3,1,Platino,Bajo,1
Premium,10,74.92183998600687,25.404246374763062,12,749.2183998600688,0.03171637688230768,Lima,Web,Tarjeta,26,26-35,6,3,1,Oro,Bajo,0
Premium,10,47.248785717449536,41.420981056098995,4,472.4878571744954,0.03090838693838078,Provincia,Web,Billetera,39,36-50,13,1,1,Oro,Medio,0
Premium,14,46.82239105982604,26.506107161572416,2,655.5134748375646,0.03248791325996807,Lima,Web,Billetera,30,26-35,29,4,0,Platino,Bajo,0
Premium,15,51.16578512012464,33.22977092965704,4,767.4867768018696,0.03493121856196969,Provincia,Web,Tarjeta,37,36-50,14,2,0,Oro,Bajo,0
Premium,10,60.715159355810385,30.60829077625865,3,607.1515935581039,0.029370463208383775,Lima,App,Billetera,28,26-35,17,3,1,Oro,Bajo,1
Premium,12,34.93465969809601,29.927178987035845,11,419.21591637715215,0.033568468412327995,Lima,Tienda,Efectivo,41,36-50,23,2,1,Oro,Bajo,0
Premium,8,30.344441085234948,24.6565973246267,8,242.75552868187958,0.037672670549564496,Lima,Web,Tarjeta,30,26-35,35,3,1,Oro,Bajo,1
Premium,11,44.12884729379852,15.67220271540301,8,485.4173202317837,0.04023889584107839,Lima,App,Tarjeta,38,36-50,22,4,0,Oro,Bajo,1
Premium,14,33.66077040940713,38.22474177816155,6,471.2507857316998,0.02875004970596265,Provincia,App,Tarjeta,26,26-35,28,2,1,Platino,Medio,1
Premium,13,45.75168652474362,32.98667058349732,11,594.7719248216671,0.03044140778325781,Lima,Web,Transferencia,39,36-50,28,3,0,Platino,Bajo,0
Premium,14,55.0249969612929,24.567677744416535,3,770.3499574581006,0.031985751610314334,Lima,App,Tarjeta,22,18-25,16,4,0,Oro,Bajo,1
Premium,13,41.09251136447736,32.031256049835925,3,534.2026477382057,0.03369365770081297,Lima,Web,Billetera,29,26-35,34,3,0,Platino,Bajo,1
Premium,9,35.731734232186575,35.67217449989882,2,321.58560808967917,0.03399856656089274,Lima,App,Transferencia,41,36-50,53,2,1,Platino,Medio,0
Premium,12,50.69337161715348,33.46991681036666,6,608.3204594058418,0.036006465250028555,Provincia,App,Tarjeta,45,36-50,13,2,0,Oro,Bajo,0
Premium,6,58.625434846151705,33.32406661059219,4,351.75260907691023,0.0336636488361455,Provincia,Web,Tarjeta,45,36-50,21,3,0,Oro,Bajo,0
Premium,10,33.050265614833876,20.820117489973228,14,330.50265614833876,0.04058484654370153,Lima,Web,Tarjeta,44,36-50,17,3,1,Oro,Bajo,0
Premium,12,58.20232398305984,21.619585753179006,5,698.4278877967181,0.034732100321476896,Lima,Web,Tarjeta,50,36-50,28,3,1,Platino,Bajo,0
