dFecha,ID,Target,cNivelEducacion,cNivelEducacion_label,NivelEducacion_grupo,cGenero,cGenero_label,nEdad,cEstadoCivil,cEstadoCivil_label,cRelaciónConJefe_Hogar,cRelaciónConJefe_Hogar_label,Distrito,Provincia,Departamento,nNumMienbrosHogar,cEstratoSocial,cEstratoSocial_label,cCondicionVivienda,cCondicionVivienda_label,nNumHabitaciones
2024-10-01,26870,1,5,secundaria incompleta,secundaria,1,Hombre,49,2,casado(a),1,Jefe/Jefa,Villa El Salvador,Lima,Lima,6,3,C,2,"Propia, totalmente pagada",4
2024-10-01,26870,1,3,primaria incompleta,primaria,2,Mujer,47,2,casado(a),2,Esposo(a)/compañero(a),Villa El Salvador,Lima,Lima,6,3,C,2,"Propia, totalmente pagada",4
2024-10-01,26870,0,10,superior universitaria completa,superior,2,Mujer,27,6,soltero(a),3,Hijo(a)/Hijastro(a),Villa El Salvador,Lima,Lima,6,3,C,2,"Propia, totalmente pagada",4
2024-10-01,26870,0,6,secundaria completa,secundaria,1,Hombre,24,6,soltero(a),3,Hijo(a)/Hijastro(a),Villa El Salvador,Lima,Lima,6,3,C,2,"Propia, totalmente pagada",4
2024-10-01,26870,0,9,superior universitaria incompleta,superior,2,Mujer,21,6,soltero(a),3,Hijo(a)/Hijastro(a),Villa El Salvador,Lima,Lima,6,3,C,2,"Propia, totalmente pagada",4
2024-10-01,26870,1,7,superior no universitaria incompleta,superior,1,Hombre,18,6,soltero(a),7,Otros parientes,Villa El Salvador,Lima,Lima,6,3,C,2,"Propia, totalmente pagada",4
2024-10-01,26871,1,6,secundaria completa,secundaria,2,Mujer,37,4,divorciado(a),1,Jefe/Jefa,Villa El Salvador,Lima,Lima,4,3,C,2,"Propia, totalmente pagada",1
2024-10-01,26872,1,10,superior universitaria completa,superior,1,Hombre,63,4,divorciado(a),1,Jefe/Jefa,Villa El Salvador,Lima,Lima,4,3,C,2,"Propia, totalmente pagada",4
2024-10-01,26872,0,3,primaria incompleta,primaria,2,Mujer,94,3,viudo(a),6,Padres/Suegros,Villa El Salvador,Lima,Lima,4,3,C,2,"Propia, totalmente pagada",4
2024-10-01,26872,1,6,secundaria completa,secundaria,2,Mujer,26,5,separado(a),7,Otros parientes,Villa El Salvador,Lima,Lima,4,3,C,2,"Propia, totalmente pagada",4
2024-10-01,26873,0,9,superior universitaria incompleta,superior,2,Mujer,68,6,soltero(a),1,Jefe/Jefa,Villa El Salvador,Lima,Lima,1,3,C,2,"Propia, totalmente pagada",7
2024-10-01,26874,1,8,superior no universitaria completa,superior,1,Hombre,71,2,casado(a),1,Jefe/Jefa,Villa El Salvador,Lima,Lima,10,3,C,2,"Propia, totalmente pagada",6
2024-10-01,26874,0,8,superior no universitaria completa,superior,2,Mujer,72,2,casado(a),2,Esposo(a)/compañero(a),Villa El Salvador,Lima,Lima,10,3,C,2,"Propia, totalmente pagada",6
2024-10-01,26874,1,9,superior universitaria incompleta,superior,2,Mujer,40,6,soltero(a),3,Hijo(a)/Hijastro(a),Villa El Salvador,Lima,Lima,10,3,C,2,"Propia, totalmente pagada",6
2024-10-01,26874,1,9,superior universitaria incompleta,superior,2,Mujer,42,1,conviviente,3,Hijo(a)/Hijastro(a),Villa El Salvador,Lima,Lima,10,3,C,2,"Propia, totalmente pagada",6
2024-10-01,26874,1,6,secundaria completa,secundaria,1,Hombre,43,1,conviviente,4,Yerno/Nuera,Villa El Salvador,Lima,Lima,10,3,C,2,"Propia, totalmente pagada",6
2024-10-01,26874,1,8,superior no universitaria completa,superior,1,Hombre,35,1,conviviente,3,Hijo(a)/Hijastro(a),Villa El Salvador,Lima,Lima,10,3,C,2,"Propia, totalmente pagada",6
2024-10-01,26874,1,6,secundaria completa,secundaria,2,Mujer,30,1,conviviente,4,Yerno/Nuera,Villa El Salvador,Lima,Lima,10,3,C,2,"Propia, totalmente pagada",6
2024-10-01,26875,0,4,primaria completa,primaria,2,Mujer,64,3,viudo(a),1,Jefe/Jefa,Villa El Salvador,Lima,Lima,10,3,C,2,"Propia, totalmente pagada",6
2024-10-01,26875,1,6,secundaria completa,secundaria,2,Mujer,44,5,separado(a),3,Hijo(a)/Hijastro(a),Villa El Salvador,Lima,Lima,10,3,C,2,"Propia, totalmente pagada",6
2024-10-01,26875,0,5,secundaria incompleta,secundaria,2,Mujer,15,6,soltero(a),5,Nieto(a),Villa El Salvador,Lima,Lima,10,3,C,2,"Propia, totalmente pagada",6
2024-10-01,26875,0,6,secundaria completa,secundaria,2,Mujer,42,2,casado(a),3,Hijo(a)/Hijastro(a),Villa El Salvador,Lima,Lima,10,3,C,2,"Propia, totalmente pagada",6
2024-10-01,26875,1,6,secundaria completa,secundaria,1,Hombre,47,2,casado(a),4,Yerno/Nuera,Villa El Salvador,Lima,Lima,10,3,C,2,"Propia, totalmente pagada",6
2024-10-01,26875,0,5,secundaria incompleta,secundaria,2,Mujer,16,6,soltero(a),5,Nieto(a),Villa El Salvador,Lima,Lima,10,3,C,2,"Propia, totalmente pagada",6
2024-10-01,26875,1,7,superior no universitaria incompleta,superior,2,Mujer,19,6,soltero(a),10,Otros no parientes,Villa El Salvador,Lima,Lima,10,3,C,2,"Propia, totalmente pagada",6
2024-10-01,26876,1,6,secundaria completa,secundaria,1,Hombre,42,1,conviviente,1,Jefe/Jefa,Villa El Salvador,Lima,Lima,4,3,C,1,Alquilada,3
2024-10-01,26876,0,7,superior no universitaria incompleta,superior,2,Mujer,39,1,conviviente,2,Esposo(a)/compañero(a),Villa El Salvador,Lima,Lima,4,3,C,1,Alquilada,3
2024-10-01,26876,1,5,secundaria incompleta,secundaria,1,Hombre,16,6,soltero(a),3,Hijo(a)/Hijastro(a),Villa El Salvador,Lima,Lima,4,3,C,1,Alquilada,3
2024-10-01,26877,1,6,secundaria completa,secundaria,1,Hombre,61,2,casado(a),1,Jefe/Jefa,Villa El Salvador,Lima,Lima,3,3,C,2,"Propia, totalmente pagada",7
2024-10-01,26877,0,6,secundaria completa,secundaria,2,Mujer,55,2,casado(a),2,Esposo(a)/compañero(a),Villa El Salvador,Lima,Lima,3,3,C,2,"Propia, totalmente pagada",7
2024-10-01,26877,0,6,secundaria completa,secundaria,1,Hombre,25,6,soltero(a),3,Hijo(a)/Hijastro(a),Villa El Salvador,Lima,Lima,3,3,C,2,"Propia, totalmente pagada",7
2024-10-01,26878,1,6,secundaria completa,secundaria,2,Mujer,48,5,separado(a),1,Jefe/Jefa,San Juan de Lurigancho,Lima,Lima,2,4,D,3,"Propia, por invasión",2
2024-10-01,26879,1,4,primaria completa,primaria,2,Mujer,57,5,separado(a),1,Jefe/Jefa,San Juan de Lurigancho,Lima,Lima,4,4,D,2,"Propia, totalmente pagada",4
2024-10-01,26879,0,9,superior universitaria incompleta,superior,2,Mujer,20,6,soltero(a),3,Hijo(a)/Hijastro(a),San Juan de Lurigancho,Lima,Lima,4,4,D,2,"Propia, totalmente pagada",4
2024-10-01,26879,1,7,superior no universitaria incompleta,superior,2,Mujer,29,5,separado(a),3,Hijo(a)/Hijastro(a),San Juan de Lurigancho,Lima,Lima,4,4,D,2,"Propia, totalmente pagada",4
2024-10-01,26880,1,6,secundaria completa,secundaria,1,Hombre,59,1,conviviente,1,Jefe/Jefa,San Juan de Lurigancho,Lima,Lima,6,4,D,6,Cedida por otro hogar o institución,5
2024-10-01,26880,1,5,secundaria incompleta,secundaria,2,Mujer,57,1,conviviente,2,Esposo(a)/compañero(a),San Juan de Lurigancho,Lima,Lima,6,4,D,6,Cedida por otro hogar o institución,5
2024-10-01,26880,1,6,secundaria completa,secundaria,2,Mujer,28,6,soltero(a),3,Hijo(a)/Hijastro(a),San Juan de Lurigancho,Lima,Lima,6,4,D,6,Cedida por otro hogar o institución,5
2024-10-01,26880,1,6,secundaria completa,secundaria,1,Hombre,29,6,soltero(a),3,Hijo(a)/Hijastro(a),San Juan de Lurigancho,Lima,Lima,6,4,D,6,Cedida por otro hogar o institución,5
2024-10-01,26880,1,5,secundaria incompleta,secundaria,2,Mujer,28,6,soltero(a),3,Hijo(a)/Hijastro(a),San Juan de Lurigancho,Lima,Lima,6,4,D,6,Cedida por otro hogar o institución,5
2024-10-01,26881,1,4,primaria completa,primaria,1,Hombre,74,3,viudo(a),1,Jefe/Jefa,San Juan de Lurigancho,Lima,Lima,2,4,D,3,"Propia, por invasión",3
2024-10-01,26881,1,6,secundaria completa,secundaria,2,Mujer,29,6,soltero(a),3,Hijo(a)/Hijastro(a),San Juan de Lurigancho,Lima,Lima,2,4,D,3,"Propia, por invasión",3
2024-10-01,26882,1,3,primaria incompleta,primaria,1,Hombre,55,1,conviviente,1,Jefe/Jefa,San Juan de Lurigancho,Lima,Lima,5,4,D,3,"Propia, por invasión",3
2024-10-01,26882,0,6,secundaria completa,secundaria,2,Mujer,52,1,conviviente,2,Esposo(a)/compañero(a),San Juan de Lurigancho,Lima,Lima,5,4,D,3,"Propia, por invasión",3
2024-10-01,26882,0,6,secundaria completa,secundaria,1,Hombre,18,6,soltero(a),3,Hijo(a)/Hijastro(a),San Juan de Lurigancho,Lima,Lima,5,4,D,3,"Propia, por invasión",3
2024-10-01,26882,0,5,secundaria incompleta,secundaria,2,Mujer,16,6,soltero(a),3,Hijo(a)/Hijastro(a),San Juan de Lurigancho,Lima,Lima,5,4,D,3,"Propia, por invasión",3
2024-10-01,26882,0,5,secundaria incompleta,secundaria,1,Hombre,14,6,soltero(a),3,Hijo(a)/Hijastro(a),San Juan de Lurigancho,Lima,Lima,5,4,D,3,"Propia, por invasión",3
2024-10-01,26883,0,6,secundaria completa,secundaria,1,Hombre,45,1,conviviente,1,Jefe/Jefa,San Juan de Lurigancho,Lima,Lima,3,4,D,1,Alquilada,3
2024-10-01,26883,1,5,secundaria incompleta,secundaria,2,Mujer,43,1,conviviente,2,Esposo(a)/compañero(a),San Juan de Lurigancho,Lima,Lima,3,4,D,1,Alquilada,3
2024-10-01,26883,0,5,secundaria incompleta,secundaria,1,Hombre,14,6,soltero(a),3,Hijo(a)/Hijastro(a),San Juan de Lurigancho,Lima,Lima,3,4,D,1,Alquilada,3
2024-10-01,26884,0,6,secundaria completa,secundaria,1,Hombre,69,2,casado(a),1,Jefe/Jefa,Carabayllo,Lima,Lima,4,4,D,2,"Propia, totalmente pagada",3
2024-10-01,26884,1,6,secundaria completa,secundaria,2,Mujer,68,2,casado(a),2,Esposo(a)/compañero(a),Carabayllo,Lima,Lima,4,4,D,2,"Propia, totalmente pagada",3
2024-10-01,26884,1,10,superior universitaria completa,superior,1,Hombre,38,6,soltero(a),3,Hijo(a)/Hijastro(a),Carabayllo,Lima,Lima,4,4,D,2,"Propia, totalmente pagada",3
2024-10-01,26885,1,6,secundaria completa,secundaria,2,Mujer,37,1,conviviente,1,Jefe/Jefa,Carabayllo,Lima,Lima,4,4,D,1,Alquilada,3
2024-10-01,26885,0,6,secundaria completa,secundaria,1,Hombre,35,1,conviviente,2,Esposo(a)/compañero(a),Carabayllo,Lima,Lima,4,4,D,1,Alquilada,3
2024-10-01,26886,1,6,secundaria completa,secundaria,1,Hombre,44,5,separado(a),1,Jefe/Jefa,Carabayllo,Lima,Lima,4,4,D,3,"Propia, por invasión",3
2024-10-01,26886,0,5,secundaria incompleta,secundaria,2,Mujer,16,6,soltero(a),3,Hijo(a)/Hijastro(a),Carabayllo,Lima,Lima,4,4,D,3,"Propia, por invasión",3
2024-10-01,26886,0,1,sin nivel,sin nivel,1,Hombre,15,6,soltero(a),3,Hijo(a)/Hijastro(a),Carabayllo,Lima,Lima,4,4,D,3,"Propia, por invasión",3
2024-10-01,26887,1,6,secundaria completa,secundaria,1,Hombre,45,1,conviviente,1,Jefe/Jefa,Carabayllo,Lima,Lima,4,4,D,2,"Propia, totalmente pagada",3
2024-10-01,26887,0,6,secundaria completa,secundaria,2,Mujer,47,1,conviviente,2,Esposo(a)/compañero(a),Carabayllo,Lima,Lima,4,4,D,2,"Propia, totalmente pagada",3
2024-10-01,26887,0,9,superior universitaria incompleta,superior,1,Hombre,18,6,soltero(a),3,Hijo(a)/Hijastro(a),Carabayllo,Lima,Lima,4,4,D,2,"Propia, totalmente pagada",3
2024-10-01,26888,1,5,secundaria incompleta,secundaria,1,Hombre,20,6,soltero(a),1,Jefe/Jefa,Carabayllo,Lima,Lima,2,4,D,6,Cedida por otro hogar o institución,1
2024-10-01,26888,1,6,secundaria completa,secundaria,1,Hombre,19,6,soltero(a),11,Hermano(a),Carabayllo,Lima,Lima,2,4,D,6,Cedida por otro hogar o institución,1
2024-10-01,26889,0,5,secundaria incompleta,secundaria,2,Mujer,61,1,conviviente,1,Jefe/Jefa,Carabayllo,Lima,Lima,6,4,D,2,"Propia, totalmente pagada",3
2024-10-01,26889,1,4,primaria completa,primaria,1,Hombre,62,1,conviviente,2,Esposo(a)/compañero(a),Carabayllo,Lima,Lima,6,4,D,2,"Propia, totalmente pagada",3
2024-10-01,26889,0,5,secundaria incompleta,secundaria,2,Mujer,33,1,conviviente,3,Hijo(a)/Hijastro(a),Carabayllo,Lima,Lima,6,4,D,2,"Propia, totalmente pagada",3
2024-10-01,26889,1,6,secundaria completa,secundaria,1,Hombre,35,1,conviviente,4,Yerno/Nuera,Carabayllo,Lima,Lima,6,4,D,2,"Propia, totalmente pagada",3
2024-10-01,26889,0,5,secundaria incompleta,secundaria,1,Hombre,14,6,soltero(a),5,Nieto(a),Carabayllo,Lima,Lima,6,4,D,2,"Propia, totalmente pagada",3
2024-10-01,26890,1,10,superior universitaria completa,superior,2,Mujer,26,6,soltero(a),1,Jefe/Jefa,Pueblo Libre,Lima,Lima,1,2,B,6,Cedida por otro hogar o institución,5
2024-10-01,26891,0,6,secundaria completa,secundaria,2,Mujer,73,2,casado(a),1,Jefe/Jefa,Pueblo Libre,Lima,Lima,5,2,B,2,"Propia, totalmente pagada",4
2024-10-01,26891,1,11,maestría/doctorado,superior,1,Hombre,80,2,casado(a),2,Esposo(a)/compañero(a),Pueblo Libre,Lima,Lima,5,2,B,2,"Propia, totalmente pagada",4
2024-10-01,26891,1,10,superior universitaria completa,superior,1,Hombre,50,6,soltero(a),3,Hijo(a)/Hijastro(a),Pueblo Libre,Lima,Lima,5,2,B,2,"Propia, totalmente pagada",4
2024-10-01,26891,1,10,superior universitaria completa,superior,1,Hombre,48,6,soltero(a),3,Hijo(a)/Hijastro(a),Pueblo Libre,Lima,Lima,5,2,B,2,"Propia, totalmente pagada",4
2024-10-01,26891,0,6,secundaria completa,secundaria,1,Hombre,40,6,soltero(a),3,Hijo(a)/Hijastro(a),Pueblo Libre,Lima,Lima,5,2,B,2,"Propia, totalmente pagada",4
2024-10-01,26892,1,8,superior no universitaria completa,superior,2,Mujer,70,4,divorciado(a),1,Jefe/Jefa,Pueblo Libre,Lima,Lima,2,2,B,2,"Propia, totalmente pagada",4
2024-10-01,26892,1,9,superior universitaria incompleta,superior,1,Hombre,29,6,soltero(a),3,Hijo(a)/Hijastro(a),Pueblo Libre,Lima,Lima,2,2,B,2,"Propia, totalmente pagada",4
2024-10-01,26893,1,10,superior universitaria completa,superior,1,Hombre,26,6,soltero(a),1,Jefe/Jefa,Pueblo Libre,Lima,Lima,2,2,B,2,"Propia, totalmente pagada",5
2024-10-01,26893,1,10,superior universitaria completa,superior,2,Mujer,24,6,soltero(a),11,Hermano(a),Pueblo Libre,Lima,Lima,2,2,B,2,"Propia, totalmente pagada",5
2024-10-01,26894,0,10,superior universitaria completa,superior,1,Hombre,62,2,casado(a),1,Jefe/Jefa,Pueblo Libre,Lima,Lima,3,2,B,2,"Propia, totalmente pagada",7
2024-10-01,26894,0,10,superior universitaria completa,superior,2,Mujer,62,2,casado(a),2,Esposo(a)/compañero(a),Pueblo Libre,Lima,Lima,3,2,B,2,"Propia, totalmente pagada",7
2024-10-01,26894,1,10,superior universitaria completa,superior,2,Mujer,27,6,soltero(a),3,Hijo(a)/Hijastro(a),Pueblo Libre,Lima,Lima,3,2,B,2,"Propia, totalmente pagada",7
2024-10-01,26895,1,6,secundaria completa,secundaria,1,Hombre,55,1,conviviente,1,Jefe/Jefa,Pachacamac,Lima,Lima,4,5,E,2,"Propia, totalmente pagada",4
2024-10-01,26895,0,6,secundaria completa,secundaria,2,Mujer,45,1,conviviente,2,Esposo(a)/compañero(a),Pachacamac,Lima,Lima,4,5,E,2,"Propia, totalmente pagada",4
2024-10-01,26895,1,7,superior no universitaria incompleta,superior,2,Mujer,20,6,soltero(a),3,Hijo(a)/Hijastro(a),Pachacamac,Lima,Lima,4,5,E,2,"Propia, totalmente pagada",4
2024-10-01,26896,1,6,secundaria completa,secundaria,1,Hombre,66,5,separado(a),1,Jefe/Jefa,Pachacamac,Lima,Lima,1,5,E,2,"Propia, totalmente pagada",2
2024-10-01,26897,0,10,superior universitaria completa,superior,2,Mujer,70,6,soltero(a),1,Jefe/Jefa,Pachacamac,Lima,Lima,3,5,E,2,"Propia, totalmente pagada",6
2024-10-01,26897,1,8,superior no universitaria completa,superior,2,Mujer,56,3,viudo(a),11,Hermano(a),Pachacamac,Lima,Lima,3,5,E,2,"Propia, totalmente pagada",6
2024-10-01,26897,0,6,secundaria completa,secundaria,1,Hombre,20,6,soltero(a),5,Nieto(a),Pachacamac,Lima,Lima,3,5,E,2,"Propia, totalmente pagada",6
2024-10-01,26898,1,4,primaria completa,primaria,1,Hombre,43,2,casado(a),1,Jefe/Jefa,Pachacamac,Lima,Lima,4,5,E,2,"Propia, totalmente pagada",2
2024-10-01,26898,1,6,secundaria completa,secundaria,2,Mujer,40,2,casado(a),2,Esposo(a)/compañero(a),Pachacamac,Lima,Lima,4,5,E,2,"Propia, totalmente pagada",2
2024-10-01,26898,1,8,superior no universitaria completa,superior,1,Hombre,21,6,soltero(a),3,Hijo(a)/Hijastro(a),Pachacamac,Lima,Lima,4,5,E,2,"Propia, totalmente pagada",2
2024-10-01,26898,0,5,secundaria incompleta,secundaria,2,Mujer,15,6,soltero(a),3,Hijo(a)/Hijastro(a),Pachacamac,Lima,Lima,4,5,E,2,"Propia, totalmente pagada",2
2024-10-01,26899,1,6,secundaria completa,secundaria,1,Hombre,34,1,conviviente,1,Jefe/Jefa,Pachacamac,Lima,Lima,4,5,E,1,Alquilada,2
2024-10-01,26899,0,6,secundaria completa,secundaria,2,Mujer,23,1,conviviente,2,Esposo(a)/compañero(a),Pachacamac,Lima,Lima,4,5,E,1,Alquilada,2
2024-10-01,26900,1,6,secundaria completa,secundaria,2,Mujer,42,6,soltero(a),1,Jefe/Jefa,Pachacamac,Lima,Lima,2,5,E,2,"Propia, totalmente pagada",3
2024-10-01,26900,1,6,secundaria completa,secundaria,2,Mujer,33,6,soltero(a),7,Otros parientes,Pachacamac,Lima,Lima,2,5,E,2,"Propia, totalmente pagada",3
2024-10-01,26901,0,5,secundaria incompleta,secundaria,1,Hombre,92,2,casado(a),1,Jefe/Jefa,Pueblo Libre,Lima,Lima,2,2,B,1,Alquilada,3
2024-10-01,26901,0,3,primaria incompleta,primaria,2,Mujer,75,2,casado(a),2,Esposo(a)/compañero(a),Pueblo Libre,Lima,Lima,2,2,B,1,Alquilada,3
2024-10-01,26902,1,11,maestría/doctorado,superior,1,Hombre,47,2,casado(a),1,Jefe/Jefa,Pueblo Libre,Lima,Lima,5,2,B,2,"Propia, totalmente pagada",4
2024-10-01,26902,0,10,superior universitaria completa,superior,2,Mujer,38,2,casado(a),2,Esposo(a)/compañero(a),Pueblo Libre,Lima,Lima,5,2,B,2,"Propia, totalmente pagada",4
2024-10-01,26902,0,6,secundaria completa,secundaria,2,Mujer,18,6,soltero(a),3,Hijo(a)/Hijastro(a),Pueblo Libre,Lima,Lima,5,2,B,2,"Propia, totalmente pagada",4
2024-10-01,26903,1,10,superior universitaria completa,superior,1,Hombre,52,2,casado(a),1,Jefe/Jefa,Breña,Lima,Lima,5,1,A,4,"Propia, comprándola a plazos",3
2024-10-01,26903,0,8,superior no universitaria completa,superior,2,Mujer,46,2,casado(a),2,Esposo(a)/compañero(a),Breña,Lima,Lima,5,1,A,4,"Propia, comprándola a plazos",3
2024-10-01,26903,1,9,superior universitaria incompleta,superior,1,Hombre,18,6,soltero(a),3,Hijo(a)/Hijastro(a),Breña,Lima,Lima,5,1,A,4,"Propia, comprándola a plazos",3
2024-10-01,26903,0,5,secundaria incompleta,secundaria,2,Mujer,16,6,soltero(a),3,Hijo(a)/Hijastro(a),Breña,Lima,Lima,5,1,A,4,"Propia, comprándola a plazos",3
2024-10-01,26904,1,5,secundaria incompleta,secundaria,2,Mujer,41,1,conviviente,1,Jefe/Jefa,Breña,Lima,Lima,5,1,A,1,Alquilada,2
2024-10-01,26904,1,5,secundaria incompleta,secundaria,1,Hombre,45,1,conviviente,2,Esposo(a)/compañero(a),Breña,Lima,Lima,5,1,A,1,Alquilada,2
2024-10-01,26904,0,5,secundaria incompleta,secundaria,1,Hombre,16,6,soltero(a),3,Hijo(a)/Hijastro(a),Breña,Lima,Lima,5,1,A,1,Alquilada,2
2024-10-01,26904,0,5,secundaria incompleta,secundaria,1,Hombre,14,6,soltero(a),3,Hijo(a)/Hijastro(a),Breña,Lima,Lima,5,1,A,1,Alquilada,2
2024-10-01,26905,0,6,secundaria completa,secundaria,1,Hombre,78,3,viudo(a),1,Jefe/Jefa,Breña,Lima,Lima,1,1,A,2,"Propia, totalmente pagada",4
2024-10-01,26906,1,7,superior no universitaria incompleta,superior,2,Mujer,52,5,separado(a),1,Jefe/Jefa,Breña,Lima,Lima,5,1,A,2,"Propia, totalmente pagada",4
2024-10-01,26906,1,6,secundaria completa,secundaria,1,Hombre,24,6,soltero(a),3,Hijo(a)/Hijastro(a),Breña,Lima,Lima,5,1,A,2,"Propia, totalmente pagada",4
2024-10-01,26906,1,9,superior universitaria incompleta,superior,1,Hombre,72,6,soltero(a),10,Otros no parientes,Breña,Lima,Lima,5,1,A,2,"Propia, totalmente pagada",4
2024-10-01,26906,0,6,secundaria completa,secundaria,2,Mujer,49,5,separado(a),7,Otros parientes,Breña,Lima,Lima,5,1,A,2,"Propia, totalmente pagada",4
2024-10-01,26906,0,6,secundaria completa,secundaria,1,Hombre,48,5,separado(a),10,Otros no parientes,Breña,Lima,Lima,5,1,A,2,"Propia, totalmente pagada",4
2024-10-01,26907,1,6,secundaria completa,secundaria,1,Hombre,33,6,soltero(a),1,Jefe/Jefa,Lima,Lima,Lima,4,4,D,2,"Propia, totalmente pagada",3
2024-10-01,26907,0,5,secundaria incompleta,secundaria,1,Hombre,16,6,soltero(a),3,Hijo(a)/Hijastro(a),Lima,Lima,Lima,4,4,D,2,"Propia, totalmente pagada",3
2024-10-01,26908,0,10,superior universitaria completa,superior,2,Mujer,64,6,soltero(a),1,Jefe/Jefa,Lima,Lima,Lima,4,4,D,6,Cedida por otro hogar o institución,3
2024-10-01,26908,1,10,superior universitaria completa,superior,2,Mujer,55,5,separado(a),7,Otros parientes,Lima,Lima,Lima,4,4,D,6,Cedida por otro hogar o institución,3
2024-10-01,26908,1,10,superior universitaria completa,superior,1,Hombre,25,1,conviviente,7,Otros parientes,Lima,Lima,Lima,4,4,D,6,Cedida por otro hogar o institución,3
2024-10-01,26908,0,10,superior universitaria completa,superior,2,Mujer,25,1,conviviente,10,Otros no parientes,Lima,Lima,Lima,4,4,D,6,Cedida por otro hogar o institución,3
2024-10-01,26909,1,3,primaria incompleta,primaria,1,Hombre,68,4,divorciado(a),1,Jefe/Jefa,Lima,Lima,Lima,2,4,D,2,"Propia, totalmente pagada",3
2024-10-01,26909,0,6,secundaria completa,secundaria,2,Mujer,19,6,soltero(a),3,Hijo(a)/Hijastro(a),Lima,Lima,Lima,2,4,D,2,"Propia, totalmente pagada",3
2024-10-01,26910,0,10,superior universitaria completa,superior,1,Hombre,62,2,casado(a),1,Jefe/Jefa,Lima,Lima,Lima,2,4,D,2,"Propia, totalmente pagada",1
2024-10-01,26910,0,6,secundaria completa,secundaria,2,Mujer,60,2,casado(a),2,Esposo(a)/compañero(a),Lima,Lima,Lima,2,4,D,2,"Propia, totalmente pagada",1
2024-10-01,26911,1,8,superior no universitaria completa,superior,1,Hombre,46,1,conviviente,1,Jefe/Jefa,Lima,Lima,Lima,3,4,D,1,Alquilada,3
2024-10-01,26911,1,6,secundaria completa,secundaria,2,Mujer,34,1,conviviente,2,Esposo(a)/compañero(a),Lima,Lima,Lima,3,4,D,1,Alquilada,3
2024-10-01,26912,1,6,secundaria completa,secundaria,2,Mujer,53,5,separado(a),1,Jefe/Jefa,Lima,Lima,Lima,2,4,D,2,"Propia, totalmente pagada",2
2024-10-01,26912,1,9,superior universitaria incompleta,superior,1,Hombre,25,6,soltero(a),3,Hijo(a)/Hijastro(a),Lima,Lima,Lima,2,4,D,2,"Propia, totalmente pagada",2
2024-10-01,26913,1,7,superior no universitaria incompleta,superior,1,Hombre,44,1,conviviente,1,Jefe/Jefa,San Juan de Lurigancho,Lima,Lima,7,5,E,2,"Propia, totalmente pagada",4
2024-10-01,26913,0,6,secundaria completa,secundaria,2,Mujer,39,1,conviviente,2,Esposo(a)/compañero(a),San Juan de Lurigancho,Lima,Lima,7,5,E,2,"Propia, totalmente pagada",4
2024-10-01,26913,0,6,secundaria completa,secundaria,2,Mujer,18,6,soltero(a),3,Hijo(a)/Hijastro(a),San Juan de Lurigancho,Lima,Lima,7,5,E,2,"Propia, totalmente pagada",4
2024-10-01,26913,1,6,secundaria completa,secundaria,2,Mujer,62,5,separado(a),6,Padres/Suegros,San Juan de Lurigancho,Lima,Lima,7,5,E,2,"Propia, totalmente pagada",4
2024-10-01,26913,0,1,sin nivel,sin nivel,2,Mujer,95,3,viudo(a),7,Otros parientes,San Juan de Lurigancho,Lima,Lima,7,5,E,2,"Propia, totalmente pagada",4
2024-10-01,26914,1,7,superior no universitaria incompleta,superior,1,Hombre,28,1,conviviente,1,Jefe/Jefa,San Juan de Lurigancho,Lima,Lima,3,5,E,2,"Propia, totalmente pagada",2
2024-10-01,26914,1,7,superior no universitaria incompleta,superior,2,Mujer,28,1,conviviente,2,Esposo(a)/compañero(a),San Juan de Lurigancho,Lima,Lima,3,5,E,2,"Propia, totalmente pagada",2
2024-10-01,26915,1,5,secundaria incompleta,secundaria,1,Hombre,48,2,casado(a),1,Jefe/Jefa,San Juan de Lurigancho,Lima,Lima,3,5,E,2,"Propia, totalmente pagada",3
2024-10-01,26915,1,5,secundaria incompleta,secundaria,2,Mujer,47,2,casado(a),2,Esposo(a)/compañero(a),San Juan de Lurigancho,Lima,Lima,3,5,E,2,"Propia, totalmente pagada",3
2024-10-01,26915,1,8,superior no universitaria completa,superior,1,Hombre,28,6,soltero(a),3,Hijo(a)/Hijastro(a),San Juan de Lurigancho,Lima,Lima,3,5,E,2,"Propia, totalmente pagada",3
2024-10-01,26916,1,6,secundaria completa,secundaria,1,Hombre,57,3,viudo(a),1,Jefe/Jefa,San Juan de Lurigancho,Lima,Lima,1,5,E,2,"Propia, totalmente pagada",3
2024-10-01,26917,1,5,secundaria incompleta,secundaria,1,Hombre,58,1,conviviente,1,Jefe/Jefa,San Juan de Lurigancho,Lima,Lima,5,5,E,2,"Propia, totalmente pagada",4
2024-10-01,26917,1,3,primaria incompleta,primaria,2,Mujer,45,1,conviviente,2,Esposo(a)/compañero(a),San Juan de Lurigancho,Lima,Lima,5,5,E,2,"Propia, totalmente pagada",4
2024-10-01,26917,1,8,superior no universitaria completa,superior,2,Mujer,34,1,conviviente,3,Hijo(a)/Hijastro(a),San Juan de Lurigancho,Lima,Lima,5,5,E,2,"Propia, totalmente pagada",4
2024-10-01,26917,1,6,secundaria completa,secundaria,1,Hombre,32,1,conviviente,4,Yerno/Nuera,San Juan de Lurigancho,Lima,Lima,5,5,E,2,"Propia, totalmente pagada",4
